alphas,ensembling_train_accs,ensembling_train_losses,ensembling_test_accs,ensembling_test_losses,naive_train_accs,naive_train_losses,naive_test_accs,naive_test_losses,merging_train_accs,merging_train_losses,merging_test_accs,merging_test_losses,merging_REPAIR_train_accs,merging_REPAIR_train_losses,merging_REPAIR_test_accs,merging_REPAIR_test_losses,partial_merging_1.1_train_accs,partial_merging_1.1_train_losses,partial_merging_1.1_test_accs,partial_merging_1.1_test_losses,partial_merging_REPAIR_1.1_train_accs,partial_merging_REPAIR_1.1_train_losses,partial_merging_REPAIR_1.1_test_accs,partial_merging_REPAIR_1.1_test_losses,partial_merging_1.2_train_accs,partial_merging_1.2_train_losses,partial_merging_1.2_test_accs,partial_merging_1.2_test_losses,partial_merging_REPAIR_1.2_train_accs,partial_merging_REPAIR_1.2_train_losses,partial_merging_REPAIR_1.2_test_accs,partial_merging_REPAIR_1.2_test_losses,partial_merging_1.3_train_accs,partial_merging_1.3_train_losses,partial_merging_1.3_test_accs,partial_merging_1.3_test_losses,partial_merging_REPAIR_1.3_train_accs,partial_merging_REPAIR_1.3_train_losses,partial_merging_REPAIR_1.3_test_accs,partial_merging_REPAIR_1.3_test_losses,partial_merging_1.4_train_accs,partial_merging_1.4_train_losses,partial_merging_1.4_test_accs,partial_merging_1.4_test_losses,partial_merging_REPAIR_1.4_train_accs,partial_merging_REPAIR_1.4_train_losses,partial_merging_REPAIR_1.4_test_accs,partial_merging_REPAIR_1.4_test_losses,partial_merging_1.5_train_accs,partial_merging_1.5_train_losses,partial_merging_1.5_test_accs,partial_merging_1.5_test_losses,partial_merging_REPAIR_1.5_train_accs,partial_merging_REPAIR_1.5_train_losses,partial_merging_REPAIR_1.5_test_accs,partial_merging_REPAIR_1.5_test_losses,partial_merging_1.6_train_accs,partial_merging_1.6_train_losses,partial_merging_1.6_test_accs,partial_merging_1.6_test_losses,partial_merging_REPAIR_1.6_train_accs,partial_merging_REPAIR_1.6_train_losses,partial_merging_REPAIR_1.6_test_accs,partial_merging_REPAIR_1.6_test_losses,partial_merging_1.7_train_accs,partial_merging_1.7_train_losses,partial_merging_1.7_test_accs,partial_merging_1.7_test_losses,partial_merging_REPAIR_1.7_train_accs,partial_merging_REPAIR_1.7_train_losses,partial_merging_REPAIR_1.7_test_accs,partial_merging_REPAIR_1.7_test_losses,partial_merging_1.8_train_accs,partial_merging_1.8_train_losses,partial_merging_1.8_test_accs,partial_merging_1.8_test_losses,partial_merging_REPAIR_1.8_train_accs,partial_merging_REPAIR_1.8_train_losses,partial_merging_REPAIR_1.8_test_accs,partial_merging_REPAIR_1.8_test_losses,partial_merging_1.9_train_accs,partial_merging_1.9_train_losses,partial_merging_1.9_test_accs,partial_merging_1.9_test_losses,partial_merging_REPAIR_1.9_train_accs,partial_merging_REPAIR_1.9_train_losses,partial_merging_REPAIR_1.9_test_accs,partial_merging_REPAIR_1.9_test_losses,partial_merging_2.0_train_accs,partial_merging_2.0_train_losses,partial_merging_2.0_test_accs,partial_merging_2.0_test_losses,partial_merging_REPAIR_2.0_train_accs,partial_merging_REPAIR_2.0_train_losses,partial_merging_REPAIR_2.0_test_accs,partial_merging_REPAIR_2.0_test_losses
0.0,0.9999727,0.00031355539,0.97049785,0.14325242,0.9999727,0.00031355643,0.97049785,0.14325288,0.9999727,0.00031355643,0.97049785,0.14325288,0.9999727,0.0003148337,0.9706515,0.14338848,0.9999727,0.00031352858,0.97049785,0.14324966,0.9999727,0.00031503403,0.97061306,0.14337756,0.9999727,0.00031355635,0.97049785,0.14325303,0.9999727,0.00031505318,0.97061306,0.14337903,0.9999727,0.00031355643,0.97049785,0.14325303,0.9999727,0.00031580823,0.9705747,0.14344011,0.9999727,0.00031352852,0.97049785,0.14324966,0.9999727,0.00031541148,0.97061306,0.14341451,0.9999727,0.00031360384,0.97049785,0.14325029,0.9999727,0.00031527347,0.97061306,0.1434428,0.9999727,0.00031352896,0.97049785,0.14324966,0.9999727,0.00031478595,0.97061306,0.14337538,0.9999727,0.00031361775,0.97049785,0.14325513,0.9999727,0.00031499198,0.97061306,0.14336914,0.9999727,0.00031352587,0.97049785,0.1432534,0.9999727,0.0003149475,0.9705747,0.14344522,0.9999727,0.00031348554,0.97049785,0.14324899,0.9999727,0.00031551905,0.9705747,0.14342092,0.9999727,0.00031355704,0.97049785,0.14325316,0.9999727,0.00031565473,0.9706515,0.14338093
0.05,0.9999727,0.00030269628,0.9709204,0.14013363,0.99965876,0.0025382808,0.96946067,0.12689362,0.99990445,0.0011094421,0.97072834,0.12932065,0.9999727,0.00035634844,0.97080517,0.14154457,0.9999181,0.00090825476,0.9706899,0.13004306,0.9999727,0.00035093277,0.9709204,0.14178975,0.99993175,0.000747626,0.9709588,0.13187554,0.9999727,0.00034492064,0.97107404,0.14201798,0.99995905,0.00060068694,0.9707667,0.1340461,0.9999727,0.00033918512,0.97080517,0.142144,0.99995905,0.00052416243,0.9709204,0.13518329,0.9999727,0.0003381614,0.9707667,0.14177974,0.9999727,0.00048382397,0.9706899,0.13581018,0.9999727,0.00033435624,0.97080517,0.14146946,0.9999727,0.000441787,0.97084355,0.13672136,0.9999727,0.0003286644,0.9709204,0.14151332,0.9999727,0.00040505463,0.97126615,0.137465,0.9999727,0.00032192073,0.9711893,0.14091839,0.9999727,0.00036695585,0.9709588,0.13909121,0.9999727,0.00031561474,0.97126615,0.14085132,0.9999727,0.0003236367,0.9711509,0.13972785,0.9999727,0.0003076238,0.97126615,0.14034963,0.9999727,0.0003027227,0.9709204,0.14013562,0.9999727,0.0003040704,0.97084355,0.1402368
0.1,0.9999727,0.00029357531,0.9715735,0.13735586,0.99370706,0.030535193,0.96243083,0.13547844,0.9981162,0.00846406,0.9694222,0.12280327,0.9999727,0.00042499971,0.97049785,0.14014967,0.9986486,0.0055915597,0.9698448,0.12293319,0.9999727,0.00041063313,0.9709588,0.14040224,0.99926287,0.0033797326,0.96972954,0.12554516,0.9999727,0.00039573183,0.9703442,0.14089277,0.99956316,0.002052566,0.97022897,0.12805393,0.9999727,0.00038457927,0.97045946,0.14109798,0.99982256,0.0013302392,0.97045946,0.1295486,0.9999727,0.0003810884,0.9707667,0.14037311,0.99990445,0.0010054857,0.97049785,0.13033892,0.9999727,0.00036955302,0.9707667,0.13977794,0.9999454,0.000746307,0.9706899,0.13170667,0.9999727,0.00035601595,0.9712277,0.13987428,0.99995905,0.0005801946,0.97161186,0.13280776,0.9999727,0.00034125792,0.9714582,0.13875473,0.99995905,0.00045165306,0.97138137,0.13572383,0.9999727,0.00032202818,0.971535,0.13870646,0.9999727,0.0003387427,0.9715735,0.13663161,0.9999727,0.00030454903,0.9715735,0.1378135,0.9999727,0.00029357412,0.9715735,0.137359,0.9999727,0.00029486595,0.9714582,0.13746151
0.15,0.9999727,0.00028597892,0.97188073,0.13492532,0.95803815,0.16463155,0.9418024,0.21689552,0.9934614,0.030743012,0.96531194,0.12780754,0.99995905,0.0005758658,0.97022897,0.13927127,0.9959048,0.02086024,0.9665796,0.12451581,0.99995905,0.00054176454,0.97072834,0.1395262,0.99729717,0.013310527,0.96723264,0.12579674,0.99995905,0.0005015367,0.970421,0.14014196,0.9982391,0.007491737,0.9684619,0.12597758,0.99995905,0.00048326477,0.97045946,0.14041853,0.99894893,0.0044958536,0.9698064,0.12664749,0.99995905,0.0004686467,0.9705747,0.13931325,0.9993857,0.0028227693,0.96949905,0.12712337,0.99995905,0.00044446276,0.970882,0.13838099,0.9997816,0.0015673456,0.97072834,0.12835304,0.99995905,0.000413322,0.97126615,0.138587,0.99993175,0.0009205174,0.97130454,0.1292704,0.99995905,0.00038098363,0.9719192,0.13695757,0.99995905,0.0005866131,0.97188073,0.13311468,0.9999727,0.0003374134,0.97218806,0.1369805,0.9999727,0.00035897107,0.97238016,0.13399608,0.9999727,0.00030251275,0.9724954,0.13565585,0.9999727,0.00028595314,0.97188073,0.13492788,0.9999727,0.00028744596,0.9719192,0.13499746
0.2,0.9999727,0.0002797365,0.972457,0.13284472,0.8540481,0.5720548,0.85944223,0.56235284,0.9782273,0.090376414,0.95632297,0.15745558,0.9998635,0.0009941929,0.969768,0.13934925,0.98697734,0.05848066,0.96070224,0.14178754,0.99987715,0.0009226433,0.9703058,0.13919164,0.99216455,0.03647927,0.96285343,0.13570915,0.9999181,0.0007922059,0.96992165,0.13997109,0.99620515,0.018643279,0.9660418,0.12860753,0.99990445,0.0007678664,0.97015214,0.14020269,0.9974474,0.01139142,0.96800095,0.12688111,0.99993175,0.0006873805,0.97072834,0.13872375,0.99828005,0.007227186,0.9684619,0.12630305,0.9999181,0.0006237309,0.97161186,0.13733721,0.9990991,0.0037539997,0.96949905,0.12676837,0.99993175,0.00054153753,0.9712277,0.13761288,0.9997543,0.0016384055,0.97080517,0.12683317,0.99995905,0.0004555428,0.9722265,0.13577925,0.99993175,0.0007984747,0.9720344,0.13119696,0.99995905,0.00036433886,0.97214967,0.13570039,0.9999727,0.00038578763,0.97284114,0.13187072,0.9999727,0.00030306287,0.9728027,0.13396557,0.9999727,0.00027973548,0.9724954,0.1328437,0.9999727,0.00028048054,0.97241855,0.13296169
0.25,0.9999727,0.00027471138,0.97284114,0.13111319,0.5933085,1.3946074,0.6052935,1.3548228,0.9418213,0.22380942,0.935464,0.24657407,0.9993311,0.0025212008,0.9691918,0.1405414,0.96588725,0.13978091,0.9495621,0.19113375,0.9993857,0.0023129403,0.9701137,0.13965663,0.97949684,0.08410233,0.9548248,0.16167273,0.9995768,0.001768946,0.9699985,0.14042003,0.9915093,0.038323797,0.9620467,0.13772732,0.9995222,0.0016909667,0.9701905,0.14036411,0.9953042,0.022956213,0.9651583,0.13049369,0.9996724,0.001322169,0.970421,0.13853878,0.99679214,0.014696585,0.9668101,0.12789364,0.9997543,0.001063353,0.9714582,0.13664505,0.9981435,0.007887318,0.9687308,0.12679751,0.9998362,0.00080892886,0.97126615,0.13690898,0.9991127,0.0031101846,0.9707667,0.12530436,0.99993175,0.0005915901,0.97238016,0.13469811,0.99990445,0.0011336209,0.9716503,0.1297966,0.99995905,0.0004062804,0.97238016,0.13473253,0.9999727,0.00041979,0.97318685,0.13013695,0.9999727,0.00030564013,0.9730716,0.13265418,0.9999727,0.00027474776,0.97284114,0.13111585,0.9999727,0.00027592105,0.9728795,0.13118078
0.3,0.9999727,0.00027079816,0.97264904,0.12972724,0.3406364,2.0403533,0.3475338,2.0092933,0.8636171,0.48700926,0.877228,0.46705854,0.99782956,0.0075637656,0.9678857,0.14336129,0.9256044,0.28761226,0.9240166,0.30050772,0.9981162,0.0065609533,0.9691918,0.14110593,0.9552944,0.16599156,0.94161034,0.21364698,0.9986213,0.0047760946,0.9690381,0.14190516,0.98278666,0.07080785,0.95597726,0.15519553,0.9987305,0.004131959,0.969768,0.14137104,0.9905265,0.04079117,0.96216196,0.13826585,0.9991946,0.0028925112,0.97015214,0.13882393,0.99449885,0.025449842,0.96542716,0.1320141,0.99948126,0.0020432428,0.9711509,0.13650937,0.99676484,0.013875052,0.9676552,0.12849614,0.9996724,0.0013212214,0.971343,0.13669784,0.99852574,0.0054447385,0.9706899,0.124463834,0.9998362,0.00081706763,0.9725722,0.13407594,0.9996724,0.0016384297,0.9714198,0.12878764,0.9999454,0.00046299185,0.97241855,0.13394724,0.99995905,0.00046069588,0.9732637,0.1287532,0.9999727,0.0003099662,0.9731484,0.1316669,0.9999727,0.00027079004,0.97264904,0.12973034,0.9999727,0.00027172052,0.97261065,0.12976693
0.35,0.9999727,0.00026791694,0.9728027,0.12868263,0.19603588,2.2509158,0.20267363,2.2351632,0.7077549,0.90859634,0.72453135,0.8625401,0.9953998,0.018287497,0.9662723,0.14818312,0.85825247,0.516946,0.8703903,0.49507073,0.99617785,0.015136684,0.96811616,0.14370938,0.9207584,0.28485948,0.91844654,0.30041632,0.9969696,0.011106728,0.96815455,0.14471053,0.9684672,0.11677086,0.9489859,0.18216822,0.9974883,0.008826598,0.968654,0.14363013,0.9831279,0.06558271,0.957437,0.15024899,0.99819815,0.005928383,0.9696143,0.13992314,0.99075854,0.0393075,0.9627766,0.13837782,0.9988124,0.003762423,0.97061306,0.1369346,0.9953179,0.021127172,0.9663107,0.13141201,0.99942666,0.002160729,0.9709972,0.13707554,0.9978978,0.008307223,0.97015214,0.12437087,0.9996997,0.0011499173,0.9722649,0.13381048,0.999413,0.0023200524,0.9711125,0.12813334,0.9999454,0.00052357436,0.9725338,0.13355103,0.9999454,0.00050553883,0.97295636,0.12769894,0.9999727,0.00031539096,0.97318685,0.1309949,0.9999727,0.00026793024,0.97284114,0.1286848,0.9999727,0.00026907594,0.9727643,0.12866753
0.4,0.9999727,0.0002660077,0.97318685,0.12797596,0.1892106,2.2855136,0.1958743,2.2745416,0.4921441,1.3686557,0.5019207,1.3134365,0.99112713,0.03488015,0.96373695,0.1543913,0.76178384,0.7985225,0.7812692,0.75246114,0.99354327,0.027316751,0.96623385,0.14760937,0.87662613,0.4286648,0.8846804,0.41646644,0.994922,0.020242386,0.96734786,0.14822175,0.9517998,0.17035313,0.9393055,0.21616344,0.99615055,0.015053181,0.9685003,0.14647825,0.9739001,0.09458275,0.9534419,0.16527812,0.997188,0.010059693,0.9694222,0.14149739,0.9861037,0.054636933,0.95970345,0.14603853,0.99810255,0.0061247335,0.9700753,0.13750577,0.9934204,0.028692186,0.96439,0.13494004,0.99897623,0.0032710636,0.9709588,0.13777128,0.9973381,0.011165825,0.97026736,0.12485429,0.99959046,0.0015441882,0.97241855,0.13383113,0.9991264,0.0030722334,0.97103566,0.12783088,0.9999181,0.0005814757,0.972457,0.13316575,0.99993175,0.00054785184,0.9725722,0.12700924,0.9999727,0.0003204087,0.97341734,0.13070945,0.9999727,0.00026603142,0.97318685,0.12797526,0.9999727,0.00026696816,0.9731484,0.1279974
0.45000002,0.9999727,0.00026503124,0.9731484,0.12760568,0.1892106,2.2854955,0.1958743,2.274831,0.3398037,1.6943729,0.34277043,1.6362771,0.98667705,0.052594453,0.96124,0.16035311,0.6596366,1.043942,0.6826982,0.9833549,0.989803,0.040000986,0.96427476,0.1521347,0.8337906,0.5605874,0.8475338,0.5280426,0.9930245,0.029234838,0.9660418,0.15193902,0.93642926,0.21850239,0.9299324,0.24810113,0.9951267,0.020586085,0.9678473,0.14906718,0.96509546,0.12083808,0.9492932,0.17981844,0.99645084,0.013728167,0.9694222,0.14304967,0.9816127,0.0677609,0.9572833,0.15293947,0.99758387,0.00824264,0.9699985,0.13810793,0.9914001,0.035019293,0.9630455,0.13805199,0.99866223,0.0042611836,0.9706899,0.13829345,0.9969423,0.013391257,0.9696143,0.12543915,0.99945396,0.0018761939,0.97241855,0.13411433,0.9988397,0.0037172348,0.9707667,0.12784518,0.99990445,0.0006226277,0.9728027,0.13301457,0.99993175,0.00058080663,0.9728027,0.12663077,0.9999727,0.00032458716,0.9733789,0.130675,0.9999727,0.00026509847,0.9731484,0.12760572,0.9999727,0.00026593078,0.97311,0.12757522
